,"X,Y","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab ERNC""
00:90:4C:91:00:03","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""SMA1930055648""
B0:72:BF:05:3C:3D","""linksys""
00:25:9C:98:4B:7D","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""WiFi-UdeC""
84:D4:7E:29:3E:81","""eduroam""
84:D4:7E:29:3E:82","""FabLab""
AC:84:C6:3E:EF:51","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Controlistas""
54:E6:FC:E7:FA:D2","""LCDA""
B0:48:7A:DE:14:8C","""Die231""
EC:08:6B:42:B5:4A","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""LCSE-24""
F8:E9:03:C7:2C:80","""ANDES""
00:11:95:09:C1:4A"
4064,"(1,1)",-65,-59,-65,-67,-63,-63,-59,-63,-73,-77,-61,-67,-65,-61,-45,-67,-83,-71,-77,-79,-77,-81,-85,-67
4065,"(1,1)",-65,-59,-63,-63,-65,-61,-57,-63,-75,-77,-59,-61,-65,-63,-47,-63,-83,-65,-81,-79,-81,-83,-83,-67
4066,"(1,1)",-67,-61,-63,-63,-63,-65,-59,-65,-75,-77,-61,-65,-73,-65,-45,-67,-83,-65,-79,-77,-81,-83,-83,-67
4067,"(1,1)",-65,-61,-61,-61,-63,-63,-57,-83,-73,-75,-61,-65,-69,-67,-45,-67,-81,-69,-79,-77,-79,-83,-83,-67
4068,"(1,1)",-63,-57,-63,-69,-63,-61,-59,-65,-75,-77,-61,-67,-71,-61,-45,-67,-83,-69,-79,-77,-81,-85,-83,-65
4069,"(1,1)",-63,-61,-63,-69,-63,-61,-57,-63,-77,-77,-61,-61,-67,-61,-33,-63,-83,-69,-77,-77,-81,-81,-83,-77
4070,"(1,1)",-67,-63,-63,-65,-63,-63,-57,-63,-77,-75,-59,-65,-65,-61,-45,-61,-83,-69,-79,-77,-81,-81,-83,-67
4071,"(1,1)",-65,-59,-65,-65,-59,-63,-57,-65,-73,-79,-61,-65,-65,-61,-37,-65,-83,-69,-75,-77,-81,-83,-81,-67
4072,"(1,1)",-65,-63,-63,-65,-63,-63,-59,-65,-77,-79,-61,-65,-73,-61,-37,-65,-83,-67,-77,-77,-81,-83,-81,-67
4073,"(1,1)",-67,-63,-63,-69,-63,-67,-59,-63,-77,-79,-61,-67,-71,-61,-37,-65,-79,-71,-75,-77,-81,-83,-87,-65
4074,"(1,1)",-59,-59,-63,-61,-63,-67,-57,-63,-77,-79,-61,-67,-71,-61,-35,-63,-79,-69,-77,-77,-81,-81,-87,-67
4075,"(1,1)",-65,-63,-65,-63,-63,-63,-59,-65,-75,-77,-61,-65,-65,-63,-47,-65,-81,-69,-77,-79,-81,-83,-85,-67
4076,"(1,1)",-67,-59,-63,-69,-67,-63,-57,-67,-75,-77,-61,-67,-65,-63,-47,-65,-83,-69,-79,-77,-81,-83,-85,-67
4077,"(1,1)",-65,-61,-63,-67,-67,-63,-59,-63,-75,-77,-61,-65,-71,-61,-47,-65,-81,-69,-79,-77,-79,-83,-85,-75
4078,"(1,1)",-65,-59,-61,-67,-63,-61,-59,-63,-73,-79,-61,-65,-75,-63,-47,-63,-81,-69,-79,-77,-83,-83,-85,-75
4079,"(1,1)",-65,-57,-63,-63,-63,-61,-59,-63,-75,-77,-61,-67,-65,-61,-37,-61,-81,-69,-77,-77,-79,-83,-83,-67
4080,"(1,1)",-67,-59,-63,-63,-63,-63,-59,-63,-75,-79,-59,-65,-73,-61,-35,-63,-81,-69,-77,-79,-79,-83,-83,-65
4081,"(1,1)",-67,-61,-63,-63,-63,-65,-57,-63,-75,-79,-61,-65,-75,-61,-45,-65,-81,-67,-77,-73,-79,-83,-79,-67
4082,"(1,1)",-63,-59,-61,-61,-63,-65,-57,-63,-75,-77,-59,-67,-69,-61,-35,-65,-81,-67,-79,-73,-79,-83,-79,-67
4083,"(1,1)",-63,-61,-63,-67,-65,-63,-59,-65,-75,-77,-61,-67,-65,-61,-45,-65,-83,-65,-79,-79,-79,-83,-83,-67
4084,"(1,1)",-63,-59,-63,-63,-65,-63,-59,-61,-75,-77,-61,-67,-65,-61,-45,-61,-83,-71,-79,-79,-79,-85,-83,-67
4085,"(1,1)",-65,-59,-63,-67,-61,-61,-57,-63,-75,-75,-63,-67,-65,-59,-45,-65,-81,-71,-77,-79,-81,-85,-83,-67
4086,"(1,1)",-67,-63,-61,-65,-63,-61,-57,-67,-73,-75,-61,-67,-73,-61,-45,-65,-81,-71,-77,-79,-81,-83,-83,-69
4087,"(1,1)",-67,-61,-65,-65,-63,-65,-57,-67,-75,-75,-61,-67,-71,-61,-35,-67,-83,-69,-79,-79,-81,-79,-85,-69
4088,"(1,1)",-65,-61,-63,-65,-63,-63,-57,-63,-75,-77,-59,-67,-71,-61,-37,-67,-85,-69,-79,-79,-81,-83,-83,-67
4089,"(1,1)",-67,-59,-63,-63,-59,-63,-57,-63,-77,-77,-63,-67,-71,-61,-33,-61,-85,-71,-77,-79,-81,-83,-81,-67
4090,"(1,1)",-65,-59,-61,-67,-63,-63,-57,-67,-75,-77,-59,-65,-67,-61,-33,-63,-83,-71,-79,-87,-81,-81,-81,-67
4091,"(1,1)",-65,-57,-63,-65,-63,-63,-57,-65,-75,-77,-61,-67,-73,-63,-37,-67,-81,-69,-75,-87,-79,-81,-83,-65
4092,"(1,1)",-65,-59,-63,-67,-63,-63,-59,-65,-73,-79,-61,-67,-71,-63,-45,-67,-81,-69,-77,-75,-79,-83,-83,-65
4093,"(1,1)",-67,-61,-63,-65,-63,-63,-57,-63,-77,-81,-61,-67,-67,-61,-35,-65,-85,-65,-79,-75,-79,-81,-85,-69
4094,"(1,1)",-65,-63,-65,-67,-65,-63,-57,-61,-73,-77,-61,-67,-67,-61,-35,-65,-83,-69,-77,-75,-81,-81,-83,-67
4095,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-63,-75,-77,-61,-67,-65,-61,-45,-65,-83,-69,-79,-75,-79,-81,-85,-67
4096,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-63,-75,-77,-61,-65,-75,-61,-35,-63,-83,-67,-81,-75,-81,-81,-85,-67
4097,"(1,1)",-65,-61,-63,-63,-63,-63,-57,-65,-75,-77,-61,-67,-65,-61,-45,-67,-83,-67,-79,-79,-81,-81,-75,-69
4098,"(1,1)",-65,-59,-61,-63,-63,-63,-57,-63,-75,-77,-61,-65,-65,-61,-37,-63,-79,-69,-79,-77,-81,-79,-77,-67
4099,"(1,1)",-65,-61,-63,-65,-81,-63,-57,-63,-75,-77,-61,-65,-65,-49,-35,-63,-81,-69,-79,-79,-81,-81,-85,-67
4100,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-61,-73,-77,-61,-63,-73,-63,-35,-67,-83,-69,-79,-79,-81,-83,-85,-67
4101,"(1,1)",-65,-63,-63,-63,-63,-61,-57,-67,-73,-79,-61,-65,-69,-61,-33,-63,-83,-69,-79,-77,-81,-81,-83,-65
4102,"(1,1)",-65,-65,-63,-67,-63,-61,-59,-67,-75,-79,-61,-65,-73,-61,-35,-67,-81,-69,-77,-79,-81,-85,-79,-65
4103,"(1,1)",-65,-61,-61,-63,-63,-63,-59,-67,-73,-77,-61,-65,-65,-63,-35,-61,-81,-69,-79,-79,-81,-85,-83,-67
4104,"(1,1)",-65,-63,-61,-65,-65,-63,-57,-61,-75,-75,-63,-65,-75,-61,-45,-65,-85,-69,-81,-79,-81,-83,-83,-67
4105,"(1,1)",-67,-63,-61,-63,-63,-63,-79,-65,-75,-75,-61,-65,-65,-77,-33,-61,-81,-69,-79,-79,-83,-83,-85,-67
4106,"(1,1)",-65,-63,-63,-61,-63,-63,-59,-61,-75,-79,-61,-65,-69,-61,-45,-61,-79,-67,-77,-79,-81,-77,-85,-67
4107,"(1,1)",-61,-63,-61,-59,-65,-63,-57,-65,-75,-79,-61,-63,-69,-61,-45,-65,-79,-67,-85,-79,-81,-77,-81,-67
4108,"(1,1)",-63,-59,-61,-59,-63,-63,-57,-59,-75,-75,-59,-67,-65,-61,-37,-61,-83,-67,-77,-85,-81,-77,-81,-69
4109,"(1,1)",-63,-57,-63,-57,-71,-63,-57,-59,-75,-77,-63,-65,-65,-63,-37,-61,-81,-67,-79,-77,-81,-75,-81,-67
4110,"(1,1)",-67,-59,-61,-57,-63,-65,-57,-61,-73,-79,-61,-63,-69,-61,-35,-59,-83,-67,-79,-79,-81,-79,-87,-63
4111,"(1,1)",-65,-59,-63,-69,-63,-65,-57,-65,-75,-79,-61,-63,-73,-75,-35,-75,-83,-67,-79,-79,-79,-75,-87,-65
4112,"(1,1)",-63,-61,-63,-69,-63,-65,-57,-61,-75,-77,-61,-65,-75,-61,-35,-65,-81,-69,-77,-79,-79,-77,-75,-65
4113,"(1,1)",-63,-59,-63,-61,-63,-63,-57,-67,-75,-79,-61,-65,-71,-63,-45,-63,-83,-67,-75,-79,-81,-79,-75,-65
4114,"(1,1)",-63,-59,-63,-59,-63,-63,-79,-65,-75,-79,-61,-65,-73,-61,-35,-63,-81,-69,-79,-77,-81,-85,-83,-65
4115,"(1,1)",-65,-61,-73,-65,-63,-65,-57,-63,-73,-79,-63,-67,-67,-61,-45,-65,-81,-69,-77,-79,-81,-85,-83,-69
4116,"(1,1)",-65,-61,-63,-65,-63,-61,-59,-65,-75,-77,-61,-67,-71,-61,-45,-63,-83,-69,-79,-79,-81,-81,-83,-67
4117,"(1,1)",-65,-59,-63,-65,-63,-61,-57,-63,-75,-81,-61,-67,-73,-61,-35,-65,-81,-63,-77,-79,-81,-83,-85,-67
4118,"(1,1)",-65,-57,-63,-67,-63,-65,-57,-67,-75,-77,-59,-65,-65,-63,-35,-65,-85,-67,-77,-89,-81,-83,-85,-67
4119,"(1,1)",-65,-61,-63,-61,-63,-67,-57,-65,-75,-79,-61,-67,-71,-61,-35,-87,-81,-67,-79,-77,-81,-83,-85,-69
4120,"(1,1)",-65,-59,-63,-67,-63,-67,-57,-67,-77,-79,-61,-65,-77,-61,-45,-67,-87,-67,-79,-77,-81,-83,-85,-69
4121,"(1,1)",-65,-59,-85,-65,-61,-63,-59,-67,-75,-77,-59,-67,-65,-63,-45,-67,-83,-69,-77,-77,-81,-83,-85,-69
4122,"(1,1)",-65,-59,-63,-67,-61,-65,-59,-61,-75,-77,-63,-67,-73,-59,-35,-67,-83,-67,-77,-77,-81,-81,-79,-69
4123,"(1,1)",-65,-59,-61,-65,-63,-65,-57,-65,-75,-77,-61,-67,-75,-61,-35,-65,-81,-67,-75,-79,-81,-81,-85,-67
4124,"(1,1)",-67,-59,-63,-67,-75,-63,-59,-63,-77,-79,-61,-67,-71,-63,-35,-65,-77,-67,-79,-79,-81,-81,-79,-69
4125,"(1,1)",-67,-59,-65,-67,-63,-63,-77,-67,-75,-77,-61,-67,-71,-63,-35,-59,-83,-69,-79,-77,-81,-81,-79,-77
4126,"(1,1)",-65,-63,-63,-69,-63,-63,-57,-65,-75,-73,-61,-67,-73,-61,-35,-65,-83,-69,-79,-77,-81,-81,-83,-65
4127,"(1,1)",-65,-61,-65,-69,-63,-65,-59,-61,-75,-79,-61,-69,-73,-61,-45,-61,-83,-69,-79,-77,-83,-81,-83,-69
4128,"(1,1)",-65,-63,-63,-65,-63,-65,-79,-61,-77,-77,-59,-65,-73,-61,-35,-63,-81,-67,-75,-77,-79,-77,-83,-67
4129,"(1,1)",-65,-59,-63,-65,-63,-63,-79,-65,-75,-81,-59,-65,-65,-61,-47,-67,-77,-67,-79,-77,-79,-83,-79,-67
4130,"(1,1)",-65,-59,-63,-65,-63,-63,-57,-67,-75,-79,-61,-67,-65,-61,-35,-67,-81,-69,-79,-77,-81,-83,-79,-67
4131,"(1,1)",-65,-61,-63,-61,-65,-65,-57,-65,-75,-79,-61,-69,-65,-59,-35,-67,-79,-67,-75,-77,-81,-83,-83,-67
4132,"(1,1)",-65,-59,-63,-67,-63,-61,-57,-65,-75,-77,-61,-69,-61,-63,-37,-67,-79,-67,-81,-77,-79,-85,-81,-67
4133,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-63,-75,-77,-61,-65,-69,-61,-35,-61,-79,-67,-75,-79,-79,-83,-85,-67
4134,"(1,1)",-65,-61,-61,-65,-65,-63,-59,-65,-75,-75,-63,-65,-69,-53,-35,-67,-83,-67,-79,-77,-79,-81,-85,-69
4135,"(1,1)",-65,-63,-65,-65,-65,-65,-57,-65,-75,-75,-61,-67,-69,-53,-35,-65,-83,-67,-81,-79,-79,-81,-83,-67
4136,"(1,1)",-65,-63,-61,-65,-63,-65,-59,-65,-75,-71,-61,-67,-67,-63,-35,-65,-83,-67,-81,-79,-79,-81,-83,-67
4137,"(1,1)",-65,-61,-79,-65,-63,-63,-59,-63,-77,-77,-61,-75,-65,-61,-37,-65,-83,-69,-77,-77,-79,-83,-83,-67
4138,"(1,1)",-65,-63,-63,-65,-65,-65,-59,-65,-75,-77,-61,-65,-65,-63,-35,-65,-83,-69,-79,-77,-79,-83,-85,-67
4139,"(1,1)",-65,-55,-63,-65,-63,-61,-59,-81,-77,-79,-61,-65,-65,-61,-45,-65,-83,-69,-81,-77,-79,-79,-85,-67
4140,"(1,1)",-65,-55,-63,-65,-65,-63,-57,-61,-75,-79,-61,-67,-75,-63,-35,-65,-81,-69,-81,-77,-79,-83,-85,-67
4141,"(1,1)",-65,-63,-61,-67,-63,-63,-75,-65,-73,-75,-61,-65,-73,-63,-35,-63,-83,-69,-79,-79,-81,-85,-85,-67
4142,"(1,1)",-65,-63,-65,-67,-63,-63,-57,-65,-75,-77,-61,-67,-71,-63,-35,-65,-83,-69,-79,-73,-79,-85,-87,-67
4143,"(1,1)",-65,-61,-63,-67,-63,-61,-57,-65,-71,-77,-61,-67,-73,-61,-35,-59,-83,-69,-81,-73,-81,-85,-87,-67
4144,"(1,1)",-65,-63,-63,-69,-61,-65,-57,-65,-75,-75,-59,-65,-65,-59,-33,-65,-83,-69,-81,-77,-81,-85,-85,-67
4145,"(1,1)",-65,-69,-63,-69,-65,-65,-57,-65,-75,-79,-61,-67,-65,-61,-35,-65,-81,-69,-79,-77,-81,-85,-85,-67
4146,"(1,1)",-65,-61,-65,-63,-61,-63,-57,-65,-77,-79,-61,-63,-71,-61,-45,-65,-81,-65,-77,-79,-81,-85,-85,-67
4147,"(1,1)",-65,-59,-63,-63,-65,-61,-57,-83,-75,-77,-61,-63,-67,-59,-35,-65,-83,-65,-77,-79,-81,-83,-85,-67
4148,"(1,1)",-65,-63,-67,-67,-83,-63,-59,-61,-77,-77,-59,-67,-73,-63,-35,-65,-81,-65,-73,-77,-81,-83,-85,-67
4149,"(1,1)",-65,-59,-65,-67,-63,-61,-57,-65,-75,-77,-61,-65,-73,-61,-37,-65,-85,-69,-79,-79,-79,-83,-85,-67
4150,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-67,-75,-77,-61,-65,-65,-63,-37,-63,-85,-69,-87,-79,-79,-83,-85,-67
4151,"(1,1)",-63,-61,-63,-63,-65,-65,-57,-67,-75,-79,-61,-65,-71,-61,-45,-65,-77,-69,-87,-79,-73,-77,-85,-63
4152,"(1,1)",-65,-61,-63,-65,-65,-63,-59,-67,-75,-79,-61,-65,-71,-61,-47,-65,-83,-67,-81,-79,-73,-77,-85,-67
4153,"(1,1)",-65,-59,-61,-67,-63,-65,-57,-63,-81,-79,-61,-67,-65,-61,-45,-65,-83,-67,-81,-79,-73,-77,-85,-67
4154,"(1,1)",-65,-59,-61,-63,-63,-65,-59,-65,-75,-79,-61,-67,-65,-61,-45,-65,-85,-71,-81,-79,-77,-87,-85,-67
4155,"(1,1)",-65,-59,-63,-63,-63,-63,-57,-65,-77,-77,-61,-67,-71,-63,-45,-65,-83,-69,-79,-79,-79,-85,-83,-67
4156,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-61,-75,-77,-61,-65,-75,-63,-35,-63,-83,-69,-79,-77,-81,-85,-85,-67
4157,"(1,1)",-65,-59,-61,-63,-63,-63,-57,-61,-77,-77,-61,-65,-75,-61,-37,-63,-83,-69,-77,-79,-81,-83,-85,-67
4158,"(1,1)",-65,-61,-63,-59,-63,-61,-59,-65,-81,-75,-61,-67,-71,-61,-35,-67,-85,-73,-77,-77,-81,-83,-83,-69
4159,"(1,1)",-63,-61,-63,-63,-65,-63,-59,-65,-75,-79,-61,-67,-73,-61,-45,-65,-83,-69,-81,-63,-81,-85,-83,-67
4160,"(1,1)",-65,-59,-63,-67,-59,-63,-57,-65,-77,-77,-61,-65,-61,-61,-35,-65,-83,-69,-75,-79,-81,-85,-83,-65
4161,"(1,1)",-65,-57,-63,-67,-61,-63,-59,-65,-75,-77,-59,-67,-73,-61,-35,-67,-83,-69,-75,-79,-79,-85,-85,-67
4162,"(1,1)",-65,-59,-63,-61,-63,-63,-59,-63,-77,-77,-61,-71,-65,-59,-33,-65,-83,-69,-75,-79,-77,-83,-85,-67
4163,"(1,1)",-65,-61,-65,-65,-63,-63,-59,-83,-77,-79,-61,-71,-73,-69,-65,-67,-83,-67,-79,-79,-83,-85,-83,-67
4164,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-65,-75,-79,-61,-67,-73,-61,-35,-61,-73,-69,-79,-79,-81,-83,-83,-69
4165,"(1,1)",-65,-57,-63,-67,-63,-63,-57,-61,-73,-77,-59,-67,-67,-63,-35,-65,-81,-69,-79,-79,-83,-83,-81,-69
4166,"(1,1)",-65,-61,-63,-65,-65,-63,-55,-79,-75,-77,-61,-67,-71,-61,-35,-65,-73,-71,-77,-79,-83,-83,-83,-67
4167,"(1,1)",-65,-63,-65,-67,-65,-63,-57,-65,-73,-77,-61,-67,-73,-63,-45,-63,-83,-71,-79,-79,-83,-85,-83,-65
4168,"(1,1)",-65,-59,-63,-65,-63,-63,-57,-61,-77,-77,-61,-73,-81,-63,-33,-61,-83,-71,-79,-79,-83,-85,-83,-67
4169,"(1,1)",-65,-61,-63,-69,-63,-63,-57,-67,-75,-77,-61,-67,-65,-61,-35,-65,-85,-71,-81,-79,-81,-81,-83,-67
4170,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-67,-75,-77,-61,-71,-65,-61,-45,-65,-83,-71,-77,-77,-81,-83,-83,-69
4171,"(1,1)",-63,-57,-63,-63,-63,-63,-59,-67,-75,-77,-61,-65,-65,-59,-35,-65,-83,-71,-77,-77,-81,-83,-85,-67
4172,"(1,1)",-65,-61,-63,-63,-63,-65,-57,-67,-75,-77,-61,-67,-63,-61,-35,-65,-83,-73,-77,-77,-81,-85,-83,-65
4173,"(1,1)",-65,-63,-63,-63,-63,-63,-59,-61,-75,-79,-63,-67,-63,-59,-45,-65,-77,-73,-77,-77,-81,-85,-83,-67
4174,"(1,1)",-65,-57,-63,-67,-61,-65,-57,-65,-75,-77,-61,-67,-73,-61,-45,-65,-83,-73,-79,-77,-79,-81,-83,-67
4175,"(1,1)",-65,-59,-63,-65,-63,-65,-57,-63,-75,-79,-61,-65,-73,-61,-37,-67,-81,-73,-79,-77,-79,-83,-83,-67
4176,"(1,1)",-65,-59,-65,-67,-63,-65,-57,-63,-75,-77,-61,-65,-69,-61,-35,-67,-81,-73,-79,-81,-79,-77,-87,-67
4177,"(1,1)",-65,-59,-65,-67,-63,-65,-57,-67,-77,-77,-61,-63,-73,-61,-35,-67,-81,-69,-77,-73,-79,-83,-87,-67
4178,"(1,1)",-65,-59,-63,-67,-63,-63,-57,-63,-77,-79,-63,-67,-67,-61,-35,-65,-83,-69,-79,-73,-79,-85,-87,-67
4179,"(1,1)",-65,-59,-63,-63,-63,-63,-57,-63,-73,-77,-61,-65,-67,-61,-35,-63,-83,-69,-79,-73,-79,-85,-87,-67
4180,"(1,1)",-65,-59,-63,-67,-63,-63,-71,-65,-75,-77,-61,-67,-65,-61,-33,-65,-83,-71,-79,-77,-79,-85,-87,-67
4181,"(1,1)",-65,-63,-63,-67,-65,-63,-59,-65,-75,-79,-59,-67,-67,-61,-45,-65,-83,-71,-79,-79,-79,-83,-87,-69
4182,"(1,1)",-67,-61,-65,-65,-65,-63,-57,-65,-73,-79,-61,-67,-71,-61,-45,-65,-83,-71,-79,-77,-81,-83,-83,-65
4183,"(1,1)",-65,-57,-63,-67,-65,-61,-75,-65,-75,-79,-61,-67,-65,-61,-35,-65,-83,-71,-79,-75,-81,-85,-83,-65
4184,"(1,1)",-65,-61,-65,-67,-63,-61,-59,-63,-75,-77,-61,-67,-73,-61,-35,-65,-83,-71,-79,-75,-81,-85,-83,-65
4185,"(1,1)",-67,-59,-63,-65,-63,-63,-59,-63,-77,-77,-61,-67,-65,-69,-35,-63,-83,-65,-79,-75,-81,-81,-83,-67
4186,"(1,1)",-65,-61,-63,-61,-73,-65,-57,-63,-75,-79,-61,-65,-67,-61,-33,-61,-81,-69,-79,-79,-79,-83,-83,-67
4187,"(1,1)",-65,-59,-63,-61,-65,-65,-57,-61,-75,-77,-59,-67,-65,-61,-35,-63,-81,-69,-79,-79,-79,-85,-77,-67
4188,"(1,1)",-65,-59,-65,-67,-67,-65,-57,-61,-75,-77,-59,-67,-67,-61,-35,-63,-81,-69,-77,-79,-79,-83,-79,-69
4189,"(1,1)",-65,-61,-65,-65,-63,-63,-79,-63,-75,-77,-61,-67,-73,-61,-35,-89,-85,-71,-77,-87,-75,-83,-83,-67
4190,"(1,1)",-65,-61,-63,-67,-63,-65,-57,-59,-75,-75,-61,-67,-71,-61,-35,-59,-85,-71,-79,-87,-75,-87,-83,-69
4191,"(1,1)",-65,-59,-61,-67,-57,-59,-57,-65,-75,-75,-61,-81,-71,-81,-35,-63,-81,-71,-79,-87,-79,-87,-83,-67
4192,"(1,1)",-65,-59,-63,-67,-61,-63,-59,-65,-75,-77,-59,-65,-65,-75,-35,-63,-81,-69,-79,-79,-79,-83,-83,-67
4193,"(1,1)",-65,-59,-63,-61,-63,-67,-57,-67,-75,-79,-61,-65,-73,-61,-35,-65,-81,-69,-79,-79,-79,-85,-83,-67
4194,"(1,1)",-63,-63,-61,-65,-63,-63,-59,-67,-77,-77,-59,-65,-75,-61,-35,-63,-83,-69,-75,-79,-79,-83,-83,-67
4195,"(1,1)",-65,-59,-65,-65,-63,-67,-59,-59,-75,-77,-61,-65,-65,-63,-45,-63,-83,-69,-75,-77,-79,-77,-83,-69
4196,"(1,1)",-65,-59,-65,-67,-65,-63,-57,-63,-75,-75,-61,-67,-73,-61,-33,-67,-83,-69,-77,-77,-79,-77,-75,-67
4197,"(1,1)",-65,-63,-63,-65,-61,-65,-57,-61,-75,-77,-61,-65,-71,-63,-33,-63,-81,-69,-75,-77,-81,-85,-75,-69
4198,"(1,1)",-63,-61,-63,-67,-65,-63,-57,-63,-73,-77,-61,-67,-71,-63,-45,-63,-81,-69,-79,-77,-79,-85,-75,-67
4199,"(1,1)",-65,-61,-63,-65,-65,-61,-59,-65,-75,-77,-61,-67,-71,-61,-45,-63,-81,-69,-87,-81,-79,-81,-83,-67
4200,"(1,1)",-65,-61,-63,-67,-65,-59,-57,-65,-75,-77,-59,-67,-73,-61,-43,-65,-81,-69,-77,-81,-79,-83,-83,-67
4201,"(1,1)",-57,-61,-61,-69,-65,-59,-75,-67,-75,-77,-61,-63,-73,-61,-45,-65,-83,-69,-79,-75,-79,-83,-83,-67
4202,"(1,1)",-65,-61,-61,-67,-59,-63,-57,-63,-75,-79,-61,-67,-73,-63,-35,-63,-83,-71,-79,-75,-81,-87,-87,-69
4203,"(1,1)",-65,-55,-63,-67,-63,-61,-57,-63,-75,-77,-61,-65,-65,-81,-35,-63,-83,-69,-77,-75,-79,-87,-87,-67
4204,"(1,1)",-65,-55,-65,-65,-47,-61,-57,-67,-75,-79,-61,-79,-65,-77,-37,-65,-83,-69,-79,-79,-79,-87,-83,-67
4205,"(1,1)",-65,-63,-63,-67,-61,-61,-59,-67,-75,-79,-61,-79,-71,-81,-35,-63,-83,-69,-75,-79,-73,-83,-83,-65
4206,"(1,1)",-65,-61,-65,-67,-63,-61,-57,-63,-75,-77,-59,-67,-73,-61,-45,-63,-83,-69,-77,-79,-73,-81,-83,-67
4207,"(1,1)",-59,-63,-65,-61,-61,-63,-57,-65,-75,-77,-59,-67,-73,-79,-35,-65,-81,-69,-79,-77,-73,-81,-83,-67
4208,"(1,1)",-67,-61,-63,-65,-63,-63,-57,-67,-75,-77,-61,-65,-65,-61,-35,-65,-81,-69,-77,-79,-73,-83,-83,-67
4209,"(1,1)",-65,-59,-65,-65,-61,-61,-57,-67,-73,-77,-61,-67,-67,-61,-35,-65,-83,-69,-77,-79,-73,-81,-85,-67
4210,"(1,1)",-65,-63,-65,-67,-61,-61,-57,-63,-75,-77,-61,-67,-73,-61,-35,-63,-83,-69,-77,-81,-73,-85,-83,-67
4211,"(1,1)",-65,-61,-63,-67,-61,-61,-57,-65,-75,-73,-59,-67,-67,-61,-35,-61,-83,-69,-79,-79,-73,-85,-85,-67
4212,"(1,1)",-65,-61,-65,-65,-63,-61,-59,-65,-75,-77,-61,-67,-67,-61,-35,-63,-83,-69,-77,-79,-73,-83,-85,-67
4213,"(1,1)",-65,-61,-61,-65,-65,-63,-57,-65,-75,-81,-61,-67,-65,-61,-35,-61,-81,-69,-79,-79,-79,-83,-85,-69
4214,"(1,1)",-65,-59,-61,-67,-63,-61,-59,-65,-73,-79,-59,-67,-73,-67,-37,-67,-83,-69,-79,-79,-79,-85,-85,-69
4215,"(1,1)",-63,-59,-63,-67,-63,-63,-59,-65,-75,-79,-63,-67,-65,-59,-35,-65,-83,-69,-79,-79,-79,-85,-83,-69
4216,"(1,1)",-65,-57,-65,-67,-63,-59,-57,-65,-73,-77,-61,-67,-73,-61,-33,-63,-83,-67,-81,-79,-79,-79,-85,-69
4217,"(1,1)",-65,-59,-63,-67,-59,-63,-57,-63,-75,-77,-61,-61,-71,-61,-37,-63,-83,-67,-81,-77,-83,-81,-81,-67
4218,"(1,1)",-65,-59,-63,-67,-63,-63,-59,-65,-75,-77,-61,-63,-61,-63,-37,-63,-83,-67,-77,-77,-77,-83,-83,-67
4219,"(1,1)",-65,-63,-63,-65,-73,-63,-85,-65,-75,-79,-61,-63,-71,-61,-35,-63,-83,-65,-77,-77,-79,-81,-83,-67
4220,"(1,1)",-65,-59,-61,-67,-63,-59,-59,-65,-75,-77,-61,-67,-73,-63,-33,-63,-83,-69,-75,-77,-79,-83,-83,-67
4221,"(1,1)",-65,-59,-63,-69,-63,-59,-59,-65,-75,-79,-59,-65,-73,-59,-33,-63,-85,-69,-79,-77,-79,-83,-83,-67
4222,"(1,1)",-65,-59,-61,-67,-65,-63,-57,-63,-75,-77,-61,-67,-65,-61,-45,-65,-83,-69,-79,-79,-79,-83,-85,-67
4223,"(1,1)",-65,-59,-63,-65,-65,-65,-57,-63,-75,-77,-61,-67,-63,-71,-35,-63,-83,-69,-77,-77,-79,-83,-85,-67
4224,"(1,1)",-65,-59,-63,-65,-63,-63,-59,-63,-75,-75,-61,-61,-69,-71,-35,-65,-85,-69,-79,-77,-77,-83,-85,-67
4225,"(1,1)",-65,-57,-63,-65,-63,-65,-53,-65,-77,-79,-81,-65,-75,-79,-45,-65,-81,-69,-79,-77,-77,-83,-85,-67
4226,"(1,1)",-65,-61,-61,-67,-63,-65,-79,-63,-75,-79,-59,-65,-69,-61,-35,-65,-83,-69,-79,-79,-81,-83,-85,-77
